City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,batamshinskiy,50.5594,58.2747,279.17,73,100,4.83,KZ,1699280740
276,el granada,37.5027,-122.4694,290.26,91,100,5.66,US,1699280741
277,zeya,53.75,127.2667,260.09,70,0,2.28,RU,1699280742
278,greymouth,-42.4667,171.2,280.37,84,8,3.2,NZ,1699280743
279,sola,-13.8833,167.55,299.51,81,100,8.82,VU,1699280744
280,wajir,1.7471,40.0573,299.13,94,75,2.06,KE,1699280745
281,colac,-38.3333,143.5833,288.8,83,16,2.59,AU,1699280746
282,sawai madhopur,25.9833,76.3667,298.61,31,3,1.44,IN,1699280747
283,gomez palacio,25.5667,-103.5,289.08,51,75,2.57,MX,1699280748
284,yulinshi,38.2906,109.7494,275.59,29,0,3.45,CN,1699280749
285,nadi,-17.8,177.4167,297.15,83,40,1.54,FJ,1699280750
286,gabane,-24.6667,25.7822,304.88,27,99,3.43,BW,1699280751
287,princeville,45.7668,-61.2985,279.06,68,100,1.54,CA,1699280752
288,kailua-kona,19.6406,-155.9956,297.32,71,0,2.57,US,1699280753
289,utrik,11.2278,169.8474,300.96,72,100,9.43,MH,1699280754
290,richards bay,-28.783,32.0377,300.54,67,49,7.62,ZA,1699280478
291,avarua,-21.2078,-159.775,295.18,64,75,4.63,CK,1699280758
292,hanzhong,33.0728,107.0303,284.59,61,0,0.49,CN,1699280499
293,tsiombe,-25.3,45.4833,298.54,68,35,7.51,MG,1699280760
294,papao,-17.75,-149.55,296.97,85,52,5.17,PF,1699280761
295,nogliki,51.8333,143.1667,267.23,72,92,9.83,RU,1699280762
296,roberval,48.5168,-72.2324,269.4,74,75,2.06,CA,1699280763
297,rabigh,22.7986,39.0349,304.13,63,7,5.47,SA,1699280764
298,binkolo,8.9533,-11.9779,304.92,62,31,0.85,SL,1699280765
299,san jose del guaviare,2.5729,-72.6459,298.45,87,100,2.32,CO,1699280766
300,hilton,43.2881,-77.7933,280.47,77,100,1.79,US,1699280767
301,vadso,70.0744,29.7487,273.64,93,75,2.57,NO,1699280768
302,laboe,54.4,10.2167,283.26,81,100,6.17,DE,1699280769
303,plastun,44.7561,136.2939,276.82,89,100,5.52,RU,1699280770
304,valley center,33.2184,-117.0342,292.33,50,0,1.83,US,1699280771
305,arish,31.1316,33.7984,301.25,54,0,3.09,EG,1699280772
306,jiaojiang,28.6803,121.4428,288.06,60,100,2.96,CN,1699280773
307,ebon,4.582,168.6964,300.89,78,100,3.79,MH,1699280774
308,new smyrna beach,29.0258,-80.927,295.98,83,0,3.09,US,1699280775
309,filadelfia,39.9523,-75.1638,284.69,62,75,4.12,US,1699280616
310,shiprock,36.7855,-108.687,277.34,36,48,3.25,US,1699280778
311,aral,40.5156,81.2636,284.57,22,89,2.5,CN,1699280779
312,mossel bay,-34.1831,22.146,293.11,72,82,3.15,ZA,1699280780
313,santa rosa,14.3122,121.1114,302.14,88,99,3.77,PH,1699280781
314,nizhneudinsk,54.9076,99.0276,263.61,91,100,1.38,RU,1699280782
315,dubbo,-32.25,148.6167,289.22,67,48,7.72,AU,1699280783
316,praia da vitoria,38.7333,-27.0667,292.29,52,20,2.75,PT,1699280784
317,mangrol,21.1167,70.1167,301.09,65,86,2.73,IN,1699280527
318,phan rang-thap cham,11.5667,108.9833,298.59,85,99,2.72,VN,1699280786
319,gadzhiyevo,69.2551,33.3362,274.11,85,95,5.52,RU,1699280788
320,isangel,-19.55,169.2667,295.95,83,96,4.56,VU,1699280789
321,saint-philippe,-21.3585,55.7679,294.88,81,96,5.42,RE,1699280790
322,sardarapat,40.1321,44.0097,291.09,38,7,2.21,AM,1699280791
323,faranah,10.0404,-10.7434,305.93,43,28,2.02,GN,1699280792
324,labrador city,52.9463,-66.9114,267.1,79,75,6.17,CA,1699280793
325,port blair,11.6667,92.75,301.3,79,100,2.76,IN,1699280794
326,tralee,52.2704,-9.7026,284.29,76,20,4.12,IE,1699280795
327,dunedin,-45.8742,170.5036,283.04,66,63,1.34,NZ,1699280796
328,durban,-29.8579,31.0292,298.66,85,56,5.83,ZA,1699280224
329,kruisfontein,-34.0033,24.7314,291.97,66,89,5.77,ZA,1699280798
330,as saffaniyah,27.9708,48.73,299.65,49,32,3.98,SA,1699280799
331,newport,51.5877,-2.9984,286.46,79,52,8.03,GB,1699280714
332,kuraymah,18.55,31.85,310.3,18,2,0.6,SD,1699280801
333,brookings,44.3114,-96.7984,280.4,90,0,5.14,US,1699280802
334,la libertad,-2.2333,-80.9,297.96,78,75,4.12,EC,1699280803
335,kirsehir,39.3333,34.1667,291.12,45,0,5.75,TR,1699280805
336,nola,40.922,14.5329,295.1,73,19,3.56,IT,1699280603
337,kiskunhalas,46.434,19.4848,289.05,68,56,3.3,HU,1699280807
338,burela de cabo,43.65,-7.4,286.58,68,39,7.86,ES,1699280808
339,zhob,31.3411,69.4481,290.0,53,100,2.03,PK,1699280809
340,malango,-2.9627,119.9001,292.93,97,46,1.01,ID,1699280810
341,trindade,-16.6494,-49.4889,306.01,32,42,2.81,BR,1699280718
342,peace river,56.2501,-117.286,273.32,100,75,1.54,CA,1699280812
343,paracuru,-3.41,-39.0306,302.1,55,75,5.95,BR,1699280813
344,waingapu,-9.6567,120.2641,299.81,79,74,1.21,ID,1699280814
345,redkino,56.6475,36.2967,284.32,93,100,4.31,RU,1699280815
346,katsuura,35.1333,140.3,295.7,85,100,12.09,JP,1699280817
347,kem',64.9555,34.5793,274.68,100,100,2.04,RU,1699280686
348,martinsicuro,42.8811,13.9145,296.45,38,85,2.97,IT,1699280819
349,hirara,24.8,125.2833,299.07,88,75,8.23,JP,1699280821
350,grand gaube,-20.0064,57.6608,297.8,74,32,2.68,MU,1699280822
351,la'ie,21.6477,-157.9253,299.13,82,74,1.79,US,1699280823
352,oak bay,48.4496,-123.3026,284.99,94,75,3.6,CA,1699280824
353,coahuayana de hidalgo,18.7,-103.6583,297.72,76,9,1.39,MX,1699280825
354,guadalupe y calvo,26.1,-106.9667,285.2,61,98,1.79,MX,1699280826
355,hausjarvi,60.7833,24.9333,280.7,99,100,0.48,FI,1699280827
356,gejiu,23.306,103.1635,284.4,92,35,1.52,CN,1699280828
357,belyy yar,53.6039,91.3903,269.09,63,0,6.0,RU,1699280829
358,kourou,5.1552,-52.6478,305.18,65,39,4.71,GF,1699280830
359,tot'ma,59.9747,42.7642,281.07,90,100,5.33,RU,1699280831
360,caluula,11.9661,50.7569,300.37,71,100,4.62,SO,1699280832
361,vorgashor,67.5833,63.95,267.72,94,100,7.63,RU,1699280833
362,aykhal,66.0,111.5,255.65,100,99,1.82,RU,1699280834
363,novska,45.3406,16.9769,291.54,54,30,3.71,HR,1699280835
364,afaahiti,-17.75,-149.2833,296.08,85,47,5.1,PF,1699280836
365,tofol,5.3248,163.0078,301.28,78,100,7.09,FM,1699280837
366,chibougamau,49.9168,-74.3659,266.94,79,20,4.12,CA,1699280838
367,montelibano,7.9829,-75.4229,299.55,88,90,2.71,CO,1699280839
368,sumbawa besar,-8.5,117.4333,297.58,80,11,1.61,ID,1699280840
369,shahrud,36.4182,54.9763,288.68,46,24,2.29,IR,1699280841
370,hilo,19.7297,-155.09,294.97,97,100,1.79,US,1699280842
371,shawinigan,46.5668,-72.7491,270.73,68,26,1.03,CA,1699280844
372,portland,45.5234,-122.6762,284.73,96,100,3.6,US,1699280845
373,pacific grove,36.6177,-121.9166,288.39,92,100,0.0,US,1699280846
374,okahao,-17.885,15.0667,307.67,10,97,2.27,NA,1699280847
375,colonia,50.9333,6.95,286.46,69,75,6.17,DE,1699280594
376,khor,47.8861,134.9464,270.62,93,100,10.77,RU,1699280849
377,acapulco de juarez,16.8634,-99.8901,299.75,79,60,1.5,MX,1699280850
378,emerald,-23.5333,148.1667,293.34,75,26,6.86,AU,1699280851
379,agulu,6.11,7.0724,304.89,61,76,1.53,NG,1699280852
380,maxixe,-23.8597,35.3472,302.05,54,20,4.63,MZ,1699280853
381,cooper's town,26.8667,-77.5167,297.9,77,5,7.94,BS,1699280854
382,wicklow,53.0,-6.4167,282.08,83,100,5.82,IE,1699280855
383,khanty-mansiysk,61.0042,69.0019,271.21,80,0,2.0,RU,1699280856
384,kirishi,59.4471,32.0205,279.28,97,100,1.98,RU,1699280857
385,alofi,-19.0595,-169.9187,296.09,78,96,3.6,NU,1699280858
386,mhamid,29.82,-5.72,301.25,24,28,2.58,MA,1699280859
387,zaragoza,41.6561,-0.8773,290.4,30,20,8.23,ES,1699280608
388,luwuk,-0.9516,122.7875,299.07,82,96,1.71,ID,1699280861
389,mejit,10.2753,170.8646,301.07,72,100,9.95,MH,1699280862
390,kyrenia,35.3417,33.3167,302.9,66,0,7.37,CY,1699280864
391,strensall,54.04,-1.0351,284.81,80,98,6.08,GB,1699280865
392,dalbandin,28.8947,64.4101,295.29,39,36,5.63,PK,1699280866
393,tual,-5.6667,132.75,300.82,81,84,5.88,ID,1699280867
394,xo'jaobod,40.666,72.5682,283.58,20,100,0.93,UZ,1699280868
395,shingu,33.7333,135.9833,295.23,95,100,4.09,JP,1699280869
396,nong bua,15.8646,100.5858,299.65,84,68,1.14,TH,1699280870
397,doaba,33.4244,70.7364,293.33,42,42,1.1,PK,1699280871
398,mikhaylovskoye,51.8239,79.7172,270.59,77,99,3.2,RU,1699280872
399,berezovyy,51.6667,135.7,263.09,62,80,1.84,RU,1699280873
400,bathsheba,13.2167,-59.5167,302.49,84,75,7.72,BB,1699280874
401,loa janan,-0.583,117.095,297.61,95,99,0.8,ID,1699280875
402,halifax,44.6453,-63.5724,278.43,65,20,3.09,CA,1699280876
403,shahrak,34.1074,64.3052,280.32,76,100,1.1,AF,1699280877
404,road town,18.4167,-64.6167,302.2,83,40,3.6,VG,1699280879
405,fonte boa,-2.4959,-66.2662,302.38,77,54,1.58,BR,1699280881
406,madalena,41.2162,-8.3345,288.21,77,23,4.22,PT,1699280882
407,castelo branco,39.8222,-7.4909,289.26,53,27,5.01,PT,1699280654
408,lautoka,-17.6167,177.4667,297.07,83,40,1.54,FJ,1699280884
409,grajau,-5.8194,-46.1386,307.4,45,85,3.19,BR,1699280885
410,zhigalovo,54.8097,105.1578,262.88,98,100,1.24,RU,1699280617
411,culebra,18.303,-65.301,304.17,70,100,2.39,PR,1699280887
412,trujillo,-8.116,-79.03,292.13,88,100,4.12,PE,1699280613
413,labytnangi,66.6572,66.4183,266.82,96,100,3.02,RU,1699280889
414,las varillas,-31.8721,-62.7195,297.22,40,0,5.42,AR,1699280890
415,porto novo,6.4965,2.6036,305.05,75,99,3.19,BJ,1699280606
416,peterhead,57.5058,-1.7981,284.37,77,97,1.9,GB,1699280892
417,mamuju,-2.6748,118.8885,299.75,83,43,1.58,ID,1699280893
418,canavieiras,-15.675,-38.9472,296.09,96,100,4.91,BR,1699280894
419,santa cruz,-17.8,-63.1667,306.18,49,11,7.2,BO,1699280895
420,kerikeri,-35.2268,173.9474,281.99,89,2,2.19,NZ,1699280897
421,keetmanshoop,-26.5833,18.1333,300.66,7,3,5.14,NA,1699280898
422,lerwick,60.1545,-1.1494,282.15,85,88,3.12,GB,1699280862
423,nuuk,64.1835,-51.7216,274.49,40,75,5.66,GL,1699280900
424,lashio,22.9333,97.75,291.16,96,25,0.64,MM,1699280901
425,al jawf,29.5,38.75,300.88,33,0,1.57,SA,1699280902
426,keflavik,64.0049,-22.5624,278.39,56,75,6.17,IS,1699280903
427,tossa de mar,41.7325,2.9338,291.05,40,66,4.21,ES,1699280618
428,gapyeong,37.831,127.5106,281.32,83,94,7.66,KR,1699280905
429,qa'en,33.7265,59.1844,288.0,56,59,1.64,IR,1699280906
430,rongelap,11.1635,166.8941,301.25,75,100,9.55,MH,1699280907
431,pochep,52.9336,33.4464,283.07,84,98,5.53,RU,1699280908
432,khandyga,62.6667,135.6,241.33,99,21,1.11,RU,1699280909
433,mahibadhoo,3.7833,72.9667,300.6,79,96,3.52,MV,1699280910
434,bangor,54.6534,-5.669,284.87,83,37,5.66,GB,1699280911
435,effium,6.6292,8.0593,304.67,62,64,1.0,NG,1699280912
436,mayya,61.7333,130.2811,247.77,99,48,1.91,RU,1699280913
437,rio grande,-32.035,-52.0986,297.21,65,0,6.05,BR,1699280718
438,douz,33.4663,9.0203,304.12,17,0,2.38,TN,1699280663
439,yeppoon,-23.1333,150.7333,293.03,72,62,6.25,AU,1699280917
440,san,13.3034,-4.8956,311.79,20,34,2.12,ML,1699280918
441,kone,-21.0595,164.8658,294.11,79,100,2.37,NC,1699280919
442,glazov,58.1394,52.6584,276.19,86,72,4.24,RU,1699280783
443,priargunsk,50.3691,119.1012,259.69,53,0,0.6,RU,1699280921
444,buka,40.8108,69.1986,292.46,19,100,3.14,UZ,1699280924
445,dudinka,69.4058,86.1778,252.66,100,37,1.12,RU,1699280925
446,askiz,53.1319,90.5264,267.7,79,100,5.67,RU,1699280926
447,yefremov,53.1481,38.0992,283.93,93,100,5.26,RU,1699280927
448,harper,4.375,-7.7169,301.44,77,43,3.4,LR,1699280928
449,sokoni,-6.4333,39.55,300.19,80,53,4.57,TZ,1699280929
450,charlestown,-32.95,151.6667,290.83,85,100,2.68,AU,1699280930
451,beidao,34.5686,105.8933,281.51,60,0,2.05,CN,1699280931
452,pratt,37.6439,-98.7376,283.57,100,26,3.6,US,1699280932
453,kununurra,-15.7667,128.7333,300.14,69,100,0.0,AU,1699280933
454,arteche,12.2645,125.4048,299.68,87,66,2.25,PH,1699280934
455,n'dalatando,-9.2978,14.9116,301.29,57,100,1.23,AO,1699280935
456,playa del ingles,27.7567,-15.5787,298.37,55,27,2.68,ES,1699280936
457,imbituba,-28.24,-48.6703,296.96,60,53,3.83,BR,1699280937
458,tosontsengel,48.7567,98.2839,252.79,95,6,3.11,MN,1699280938
459,quatre cocos,-20.2078,57.7625,297.64,78,83,7.38,MU,1699280939
460,wabash,40.7978,-85.8205,286.73,63,95,8.34,US,1699280940
461,lydenburg,-25.0978,30.4597,299.09,40,73,1.91,ZA,1699280942
462,amahai,-3.3333,128.9167,299.24,87,94,0.68,ID,1699280943
463,kendari,-3.945,122.4989,298.3,85,80,0.47,ID,1699280944
464,murray bridge,-35.1167,139.2667,285.0,96,13,3.56,AU,1699280945
465,tidjikja,18.5564,-11.4271,307.43,12,37,2.86,MR,1699280946
466,moyynkum,44.2914,72.9469,281.36,30,100,9.23,KZ,1699280947
467,hamilton,39.1834,-84.5333,286.72,60,75,4.63,US,1699280948
468,berezovo,63.9381,65.0419,270.48,94,100,2.88,RU,1699280950
469,as sulayyil,20.4607,45.5779,305.29,26,100,3.67,SA,1699280823
470,cannonvale,-20.2833,148.7,296.81,72,16,7.37,AU,1699280952
471,lucas,41.6501,-83.6666,284.9,60,0,6.69,US,1699280953
472,kemijarvi,66.7131,27.4306,274.01,99,100,1.49,FI,1699280954
473,katsuren-haebaru,26.3369,127.8719,299.58,86,100,5.66,JP,1699280955
474,alta,69.9689,23.2717,273.74,75,75,4.12,NO,1699280956
475,baishishan,43.5833,127.5667,270.06,94,100,4.67,CN,1699280957
476,bahia de caraquez,-0.6,-80.4167,299.25,78,100,2.69,EC,1699280958
477,poso,-1.3959,120.7524,298.64,87,94,1.36,ID,1699280959
478,sretensk,52.2453,117.7093,262.27,44,100,0.92,RU,1699280960
479,inderbor,48.55,51.7833,284.98,52,100,5.72,KZ,1699280961
480,ikongo,-21.8833,47.4333,293.16,96,100,1.15,MG,1699280962
481,mishkino,55.3389,63.9175,273.14,69,2,4.41,RU,1699280963
482,faya-largeau,17.9257,19.1043,309.09,9,0,7.2,TD,1699280964
483,hithadhoo,-0.6,73.0833,300.54,79,100,4.81,MV,1699280965
484,mao,39.8885,4.2658,292.46,59,40,3.6,ES,1699280966
485,winnemucca,40.973,-117.7357,285.18,66,75,5.66,US,1699280967
486,rio preto da eva,-2.6994,-59.6997,309.82,40,78,1.66,BR,1699280968
487,kangal,39.2335,37.3911,288.6,46,21,6.24,TR,1699280969
488,horishni plavni,49.0097,33.6455,288.51,53,17,5.61,UA,1699280970
489,suva,-18.1416,178.4415,297.86,88,40,0.0,FJ,1699280972
490,nadym,65.5333,72.5167,264.35,92,100,4.22,RU,1699280973
491,badiyah,22.45,58.8,301.03,49,49,7.84,OM,1699280974
492,walvis bay,-22.9575,14.5053,295.68,49,0,8.75,NA,1699280914
493,belo sur tsiribihina,-19.7,44.55,302.16,63,48,4.02,MG,1699280976
494,masuda,34.6667,131.85,290.06,77,100,8.73,JP,1699280977
495,chornomors'k,46.305,30.6548,292.0,48,2,5.11,UA,1699280978
496,arak,34.0917,49.6892,289.21,26,1,2.37,IR,1699280940
497,bethanie,-26.4833,17.15,301.17,9,62,7.89,NA,1699280980
498,timimoun,29.2639,0.231,307.36,8,0,7.2,DZ,1699280981
499,white hall,34.274,-92.091,288.99,72,40,2.57,US,1699280982
500,guangyuan,32.442,105.823,286.51,67,0,0.96,CN,1699280983
501,pokrovsk,48.282,37.1758,287.01,71,80,4.88,UA,1699280984
502,ascension,30.2169,-90.9001,292.59,95,0,0.0,US,1699280985
503,rojhan,28.6868,69.9534,301.85,20,33,1.01,PK,1699280986
504,la passe,45.5549,-0.8967,287.03,71,8,10.71,FR,1699280987
505,i-n-salah,27.1935,2.4607,309.08,7,37,2.62,DZ,1699280916
506,oodweyne,9.4092,45.064,299.5,35,46,6.53,SO,1699280989
507,aoji,42.5206,130.3953,276.93,75,100,5.64,KP,1699280990
508,vigan,17.5747,120.3869,300.13,84,15,1.26,PH,1699280991
509,shakiso,5.75,38.9167,289.75,94,100,0.98,ET,1699280823
510,saldanha,-33.0117,17.9442,294.18,75,66,5.72,ZA,1699280993
511,mount isa,-20.7333,139.5,292.02,26,3,1.54,AU,1699280994
512,mount gambier,-37.8333,140.7667,283.24,95,2,1.3,AU,1699280997
513,veselynove,47.3567,31.2349,290.58,44,0,4.97,UA,1699280998
514,westville,41.5414,-86.9006,286.72,63,75,7.2,US,1699280999
515,tamanrasset,22.785,5.5228,302.1,9,0,3.09,DZ,1699281000
516,yadgir,16.7667,77.1333,299.34,68,88,3.45,IN,1699281001
517,yemetsk,63.4721,41.7941,274.21,100,100,1.19,RU,1699281002
518,villa gesell,-37.2639,-56.973,297.07,51,1,3.42,AR,1699281003
519,moose jaw,50.4001,-105.5344,274.3,93,100,1.03,CA,1699280858
520,kastamonu,41.5,33.6667,287.12,77,65,3.59,TR,1699280976
521,laguna,38.421,-121.4238,289.36,91,100,3.09,US,1699281009
522,spassk,52.747,87.7545,268.01,97,100,2.24,RU,1699281010
523,popondetta,-8.7537,148.2534,296.37,98,100,1.14,PG,1699281011
524,soledade,-28.8183,-52.5103,295.62,61,0,2.09,BR,1699280847
525,pitkyaranta,61.5734,31.4792,277.32,90,100,2.78,RU,1699281014
526,kyosai,34.8503,128.5886,286.13,61,6,11.25,KR,1699281015
527,houma,29.5958,-90.7195,293.15,84,69,1.79,US,1699281016
528,haiku-pauwela,20.9219,-156.3051,298.17,64,0,6.17,US,1699281017
529,fisterra,42.9049,-9.2629,287.05,51,29,7.51,ES,1699281007
530,ciudad lazaro cardenas,17.9583,-102.2,300.19,77,59,1.66,MX,1699281019
531,pleasant hill,37.948,-122.0608,290.08,87,40,4.12,US,1699281020
532,urengoy,65.9667,78.3667,253.7,100,91,1.56,RU,1699281021
533,grand falls-windsor,48.9332,-55.6649,274.54,61,2,1.34,CA,1699281022
534,nagqu,31.5,92.0,262.46,86,2,1.11,CN,1699281023
535,pisco,-13.7,-76.2167,294.27,78,39,3.09,PE,1699281025
536,conduaga,8.862,117.4893,299.95,83,59,0.72,PH,1699281026
537,sept-iles,50.2001,-66.3821,272.62,58,20,5.14,CA,1699281027
538,carutapera,-1.195,-46.02,305.28,56,34,5.25,BR,1699281028
539,kangding,30.0513,101.9603,279.87,80,86,1.31,CN,1699281029
540,namibe,-15.1961,12.1522,298.17,52,71,5.57,AO,1699281030
541,hadibu,12.65,54.0333,300.29,74,97,2.83,YE,1699281031
542,nuku'alofa,-21.1333,-175.2,297.34,94,75,4.12,TO,1699281032
543,dalandzadgad,43.5708,104.425,272.46,24,0,4.54,MN,1699281033
544,cabedelo,-6.9811,-34.8339,303.52,61,100,5.38,BR,1699281034
545,pokhara,28.2333,83.9833,289.49,72,52,1.76,NP,1699281036
546,bardai,11.65,7.2333,307.41,16,26,5.25,NG,1699281037
547,yel'nya,54.5786,33.1837,281.81,86,100,6.7,RU,1699280756
548,luganville,-15.5333,167.1667,298.5,83,99,4.74,VU,1699281039
549,vryburg,-26.9566,24.7284,292.55,68,95,13.55,ZA,1699281040
550,bykovo,55.6361,38.0803,284.38,96,75,8.94,RU,1699281041
551,chirala,15.8167,80.35,298.6,87,99,2.16,IN,1699281042
552,yasothon,15.75,104.1333,299.27,79,99,4.03,TH,1699281043
553,igrim,63.1906,64.4162,270.51,93,100,2.32,RU,1699281044
554,dali,25.7,100.1833,285.2,75,1,1.73,CN,1699281045
555,goondiwindi,-28.55,150.3167,290.56,75,94,6.01,AU,1699281046
